SeniorCitizen,Partner,Dependents,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn,Tenure_Encoded
0,0,0,1,0.49870704389124904,0.4106096127786339,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0,0.04899793933678035
0,1,1,1,-0.33390687536242625,1.125929304759337,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0,1.1953126330141985
0,1,0,1,1.2633524799405427,2.3106214489578467,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0,1.1953126330141985
0,0,1,0,-1.547144300560639,-0.33644675105158295,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,1.1953126330141985
0,1,1,0,-1.5386482401600912,-0.616069328138964,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,0.04899793933678035
0,1,0,1,-0.2217588780751966,0.770866313139779,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0,1.1953126330141985
0,1,0,1,-0.2948249975199068,0.9392429997621984,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0,1.1953126330141985
0,1,1,1,0.64314007070056,1.6741647537676014,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,1.1953126330141985
0,1,0,0,-1.3772230925496847,0.004710504259854988,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,1.1953126330141985
0,0,0,1,-0.49873044713305176,-0.2576794908277902,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,0,0.04899793933678035
0,0,0,0,-1.5301521797595434,-0.12453386073816414,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,1.1953126330141985
0,0,0,0,-1.547144300560639,-0.7384685286204214,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0.04899793933678035
0,0,0,0,0.7247022505458177,2.165293340760074,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,1.1953126330141985
0,0,0,0,1.4927461107553308,2.896624973515532,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,1.1953126330141985
0,0,0,1,1.1461068464129842,1.1830122326334622,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,0,1.1953126330141985
0,1,0,1,0.9591935176009346,1.33671729041444,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,0,1.1953126330141985
0,0,0,1,-1.5437458764004197,-0.7821722713030849,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,-1.0973167543406377
0,1,1,1,-0.19457148479344402,1.0898844874098894,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,1.1953126330141985
0,1,1,0,1.6932531362082563,2.4800991060969158,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,1.1953126330141985
1,1,0,1,-0.6890422001053205,-0.2864483291106826,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0,0.04899793933678035
1,1,0,1,0.8351510357529379,1.48309850084553,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,1.1953126330141985
0,0,0,1,-0.5242186283346949,-0.1469362173378209,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,0,0.04899793933678035
0,1,1,0,0.775678612949104,1.7709783568077841,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,1.1953126330141985
0,0,0,0,-1.3721254563093561,-0.3024363357437709,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,1.1953126330141985
0,1,0,1,-1.3942152133507801,-0.0450485762643824,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,1.1953126330141985
0,1,0,1,-0.18777463647300577,0.7769455851230193,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,0,1.1953126330141985
0,0,0,1,-0.3491997840834122,-0.5050627790906653,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.04899793933678035
0,0,1,0,-1.3551333355082607,-0.8624234483101881,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,-1.0973167543406377
0,0,0,0,-0.36789111696461707,0.8906806263212761,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1.1953126330141985
0,0,0,1,0.36446928956259517,-0.020803290756420727,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,0.04899793933678035
0,0,0,0,-0.13849748614982896,0.09293175044183617,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,0,0.04899793933678035
0,1,1,0,0.731499098866256,0.054445650642425986,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,0,0.04899793933678035
0,1,1,0,0.3661685016427046,1.7277532969584466,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0,1.1953126330141985
0,1,1,0,-0.1690833035918009,1.0923257698598523,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,1.1953126330141985
0,1,1,0,-1.3755238804695753,-0.28623292183568594,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,1.1953126330141985
0,1,1,0,0.3491763808416092,0.10882402050825929,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,0,0.04899793933678035
0,0,0,1,-1.5420466643203103,-0.22591888483661035,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,1.1953126330141985
0,1,1,1,-0.17927857607245806,1.1665216090253818,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,1.1953126330141985
0,0,0,1,-0.1775793639923486,1.124732597676022,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0,1.1953126330141985
1,1,0,1,0.5989605566177121,-0.4533171648081251,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,-1.0973167543406377
0,1,1,1,-1.5437458764004197,-0.5206678394570928,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0.04899793933678035
1,0,0,0,-0.36109426864417904,0.0014554609932381233,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.04899793933678035
0,1,0,0,0.6958156451839558,2.1046442257776703,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,1.1953126330141985
0,1,1,1,0.0739040238638637,1.2836313641985866,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1.1953126330141985
0,0,0,0,-1.5216561193589957,-0.23881938719474588,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,1.1953126330141985
0,0,1,1,-1.5301521797595434,-0.4605213414496813,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,1.1953126330141985
0,1,0,0,-1.557339573041296,-0.25061891903623174,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,1.1953126330141985
0,1,1,0,1.0815367873688215,1.048167278485529,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0,1.1953126330141985
0,0,1,0,-1.5318513918396528,-0.8344923049856163,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,-1.0973167543406377
0,1,0,0,-0.5089257196137091,0.5033304775938796,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0,1.1953126330141985
0,0,0,1,-1.5199569072788863,-0.42189163680027336,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,1.1953126330141985
0,0,0,1,0.36107086540237626,-0.21732652797840868,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.04899793933678035
0,1,1,0,-1.5182576951987765,-0.5441711665733993,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0.04899793933678035
0,0,0,0,0.6737258881425315,0.8784742140714632,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0,1.1953126330141985
0,0,0,0,0.8283541874325001,1.6666015650010504,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,1.1953126330141985
0,1,0,1,0.7111085539049417,0.7237639223405011,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,0,1.1953126330141985
1,1,1,1,-0.016154216381942185,1.3907127140136124,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,1.1953126330141985
1,1,0,1,0.6635306156618743,0.2309599454313874,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.04899793933678035
0,0,0,0,-1.5420466643203103,-0.6986421168876985,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0.04899793933678035
0,0,0,1,0.8419478840733762,1.981215857204562,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,1.1953126330141985
1,0,0,1,-0.36279348072428846,-0.011181765806568126,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.04899793933678035
0,1,1,0,-1.5369490280799818,-0.6758807481630473,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0.04899793933678035
0,0,0,0,-1.547144300560639,-0.5758121018562476,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.04899793933678035
0,0,0,0,-1.5369490280799818,-0.7607990827950791,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,-1.0973167543406377
0,1,0,0,-0.3186139666414405,0.967772496628428,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,1.1953126330141985
0,0,0,1,-1.5488435126407483,-0.6738224119797455,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0.04899793933678035
0,0,0,1,-1.5454450884805293,-0.17151658082911078,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,1.1953126330141985
0,1,0,1,-1.3874183650303418,-0.36423428952615705,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,1.1953126330141985
0,0,0,1,0.7501904317474609,1.2665663211905152,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0,1.1953126330141985
0,1,1,1,-1.3755238804695753,-0.38407569296751964,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,1.1953126330141985
0,1,1,0,-1.3449380630276033,-0.34300470586814913,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,1.1953126330141985
0,1,0,0,-0.238750998876292,1.0285173481774967,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,1.1953126330141985
0,1,1,1,-0.0025605197410656613,1.4156520896298967,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,1.1953126330141985
0,0,0,0,-0.4018753585668079,-0.817379393694212,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,-1.0973167543406377
0,1,0,1,-1.547144300560639,-0.4440307178416007,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,1.1953126330141985
0,0,0,1,-0.7077335329865253,-0.3079172541853536,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,0,0.04899793933678035
0,1,0,0,-1.5097616347982288,-0.5299064181402846,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,1.1953126330141985
0,1,0,1,0.8351510357529379,0.6386301804334724,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,0.04899793933678035
0,1,1,1,-1.3670278200690276,-0.26653512324432116,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,1.1953126330141985
0,0,0,0,-1.378922304629794,-0.08822576783038732,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,1.1953126330141985
0,1,0,1,-0.1724817277520198,0.8402513898303824,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,1.1953126330141985
0,1,0,0,-1.3891175771104516,-0.19585760290373766,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,1.1953126330141985
0,0,1,0,-1.5505427247208579,-0.8262828943940754,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,-1.0973167543406377
1,1,0,1,1.7255381657303377,3.148699353545002,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,1.1953126330141985
0,0,0,1,-0.8572641960361651,0.46561027032779095,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,0,1.1953126330141985
0,0,1,0,-1.5420466643203103,-0.4590374246663707,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,1.1953126330141985
1,0,0,0,-1.5165584831186671,-0.716329447579094,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0.04899793933678035
0,1,0,0,-0.3967777223264793,-0.24494652746131873,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0.04899793933678035
0,1,1,0,-1.5505427247208579,-0.7665193426533248,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,-1.0973167543406377
0,1,0,1,1.468957141633797,2.9566996690979446,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,0,1.1953126330141985
0,1,1,1,0.6533353431812172,2.060150656420019,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0,1.1953126330141985
0,0,0,1,0.7926707337501994,2.0941850058694973,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,1.1953126330141985
0,1,1,1,-0.4324611760087798,-0.8745819922766686,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,0,-1.0973167543406377
0,1,0,0,-0.14869275863048637,-0.019821990948102348,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0.04899793933678035
0,1,0,0,-1.5454450884805293,-0.2055509302785891,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,1.1953126330141985
0,0,0,0,1.732335014050776,0.9918263090030593,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0,0.04899793933678035
0,1,1,0,-0.0025605197410656613,1.3001459219483336,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,1.1953126330141985
0,0,1,1,0.4817149230901536,1.7593942322412952,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0,1.1953126330141985
0,0,0,1,1.399289446349306,2.14119166010211,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,1.1953126330141985
0,0,0,0,-1.5369490280799818,-0.7475156341702827,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0,0.04899793933678035
